ID,Name,Phone,Rate,Price,Zipcode,State,City,Address,Delivery,Takeout
255,Quesadilla La Reyna del Sur,(773) 235-8807,4,$,60647,IL,Chicago,2235 N Western Ave,Yes,Yes
256,Rich's Deli,(773) 235-5263,4.5,$,60622,IL,Chicago,857 N Western Ave,No,Yes
257,Falafel & Grill,(773) 292-8888,4,$,60622,IL,Chicago,1317 N Milwaukee Ave,Yes,Yes
258,Runa Japanese,(773) 278-8887,4,$$,60647,IL,Chicago,2257 W North Ave,Yes,Yes
259,Grandma J's Local Kitchen,(312) 982-1630,4,$$,60651,IL,Chicago,1552 N Kedzie Ave,No,Yes
260,Pastoral,(773) 472-4781,4.5,$$,60657,IL,Chicago,2945 N Broadway,Yes,Yes
261,Smoque BBQ,(773) 545-7427,4.5,$$,60641,IL,Chicago,3800 N Pulaski Rd,No,Yes
262,The Franklin Room,(312) 445-4686,4,$$,60654,IL,Chicago,675 N Franklin St,No,Yes
263,Lost Lake,(773) 293-6048,4,$$,60647,IL,Chicago,3154 W Diversey,No,No
264,Smalls,(312) 857-4221,4.5,$$,60618,IL,Chicago,4009 N Albany,No,Yes
265,Intelligentsia Coffee,(312) 920-9332,4,$$,60601,IL,Chicago,53 E Randolph St,No,Yes
266,BIG & little's Restaurant,(312) 943-0000,4,$$,60610,IL,Chicago,860 N Orleans St,Yes,Yes
267,Joe's Wine Cellar,(773) 303-4884,4.5,$$,60622,IL,Chicago,2108 W Division St,No,Yes
268,El Cubanito,(773) 235-2555,4.5,$,60639,IL,Chicago,2555 N Pulaski Rd,No,Yes
269,Middle East Bakery & Grocery,(312) 767-6387,4.5,$,60640,IL,Chicago,1512 W Foster Ave,No,Yes
270,Beatrix Streeterville,(312) 642-0001,4.5,$$,60611,IL,Chicago,671 N St Clair,No,Yes
271,La Colombe Coffee,(312) 733-0707,4,$,60607,IL,Chicago,955 West Randolph St,No,Yes
272,Naf Naf Grill,(312) 263-0019,4.5,$,60601,IL,Chicago,326 N Michigan Ave,No,Yes
273,Shaw's Crab House,(312) 527-2722,4,$$$,60611,IL,Chicago,21 E Hubbard St,No,Yes
274,Coffee Tree & Tea Leaves,(773) 871-7818,4.5,$$,60613,IL,Chicago,3752 N Broadway St,No,No
275,Fuh,(773) 270-4418,4.5,$,60614,IL,Chicago,2218 N Lincoln Ave,Yes,Yes
276,Mastro's Steakhouse,(312) 521-5100,4,$$$$,60654,IL,Chicago,520 N Dearborn St,No,Yes
277,Cafe Vienna,(773) 244-9922,4,$,60614,IL,Chicago,2523 N Clark St,No,Yes
278,Hi-Vibe Superfood Juicery,(312) 724-8423,4.5,$$,60654,IL,Chicago,160 W Kinzie St,Yes,Yes
279,Headquarters Beercade Lakeview,(773) 665-5660,4,$$,60657,IL,Chicago,2833 N. Sheffield,No,No
280,Go Tavern and Liquors,(773) 227-4052,4.5,$,60647,IL,Chicago,3219 W Armitage Ave,No,No
281,Somethin' Sweet Donuts,(773) 237-7588,4.5,$,60639,IL,Chicago,5112 W Fullerton Ave,Yes,Yes
282,Charlatan,(312) 818-2073,4,$$,60642,IL,Chicago,1329 W Chicago Ave,No,Yes
283,Small Cheval,(000) 000-0000,4,$$,60647,IL,Chicago,1732 N Milwaukee Ave,No,Yes
284,Portillo's Hot Dogs &  Barnelli's Salad Bowl,(312) 587-8910,4,$,60610,IL,Chicago,100 W Ontario St,No,Yes
285,Pasta Palazzo,(773) 248-1400,4,$$,60614,IL,Chicago,1966 N Halsted St,No,Yes
286,Firecakes,(312) 329-6500,4,$$,60654,IL,Chicago,68 W Hubbard St,No,Yes
287,Peet's Coffee,(312) 475-9782,4,$$,60622,IL,Chicago,1000 W North Ave,No,Yes
288,Kitchen 17,(773) 661-1757,4.5,$$,60657,IL,Chicago,613 W Briar Pl,Yes,Yes
289,The Map Room,(773) 252-7636,4,$$,60647,IL,Chicago,1949 N Hoyne Ave,No,No
290,Sinha Elegant Cuisine,(312) 491-8200,4.5,$$,60612,IL,Chicago,2018 W Adams,No,Yes
291,Tamale Spaceship,(312) 909-7009,4,$,60622,IL,Chicago,1341 N Damen Ave,No,Yes
292,Palace Grill,(312) 226-9529,4,$,60607,IL,Chicago,1408 W Madison St,No,Yes
293,Gibsons Bar & Steakhouse,(312) 266-8999,4,$$$,60611,IL,Chicago,1028 N Rush St,No,Yes
294,Little Goat Diner,(312) 888-3455,4,$$,60607,IL,Chicago,820 W Randolph St,No,Yes
295,Archie's Iowa &  Rockwell Tavern,(872) 206-5119,4,$,60622,IL,Chicago,2600 W Iowa St,No,No
296,G & O,(312) 888-3367,4,$$,60642,IL,Chicago,459 W Ogden Ave,No,Yes
297,Pars Cove Restaurant,(773) 549-1515,4.5,$$,60614,IL,Chicago,435 W Diversey Pkwy,Yes,Yes
298,Xoco,(312) 661-1434,4,$$,60654,IL,Chicago,449 N Clark St,No,Yes
299,Fontano Subs,(312) 421-4474,4.5,$,60607,IL,Chicago,1058 W Polk St,Yes,Yes
300,Sumo Sushi and Hibachi,(773) 477-8510,4.5,$$,60657,IL,Chicago,2936 N Broadway St,Yes,Yes
301,Lou Malnati's Pizzeria,(773) 395-2400,4,$$,60622,IL,Chicago,1520 N Damen Ave,Yes,Yes
302,Native Foods Cafe,(773) 489-8480,4,$$,60622,IL,Chicago,1484 N Milwaukee Ave,No,Yes
303,Siena Tavern,(312) 595-1322,4,$$$,60654,IL,Chicago,51 W Kinzie St,No,Yes
304,Jim's Original Hot Dog,(312) 733-7820,4,$,60607,IL,Chicago,1250 S Union Ave,No,Yes
305,Earth's Healing Cafe,(773) 728-0598,4.5,$$,60613,IL,Chicago,1942 W Montrose Ave,No,Yes
306,Nohea Cafe,(312) 600-9305,4,$$,60607,IL,Chicago,1312 W Madison St,Yes,Yes
307,Taco &  Burrito Express #3,(773) 489-1830,4.5,$,60622,IL,Chicago,1547 N Ashland Ave,No,Yes
308,Benny's Chop House,(312) 626-2444,4,$$$$,60611,IL,Chicago,444 N Wabash Ave,No,Yes
309,90 Miles Cuban Cafe,(773) 227-2822,4,$$,60647,IL,Chicago,2540 W Armitage Ave,Yes,Yes
310,RPM Italian,(312) 222-1888,4,$$$,60654,IL,Chicago,52 W Illinois St,Yes,Yes
311,Chicken Planet,(312) 360-1409,4.5,$,60605,IL,Chicago,177 W Van Buren St,No,Yes
312,Coffee Slasticarna Drina,(773) 275-5568,5,$,60625,IL,Chicago,2501 W Lawrence Ave,No,Yes
313,The Publican,(312) 733-9555,4,$$$,60607,IL,Chicago,837 W Fulton Market,No,No
314,The Den,(773) 975-9244,5,$$,60657,IL,Chicago,3208 N Halsted St,No,No
315,Wheat's End Cafe,(773) 770-3527,4.5,$$,60657,IL,Chicago,2873 N Broadway St,No,Yes
316,Wired Coffee House,(773) 661-6738,4.5,$,60657,IL,Chicago,3508 N Broadway,Yes,Yes
317,Janik's Cafe,(773) 276-7930,4,$,60622,IL,Chicago,2011 W Division St,Yes,Yes
318,Podhalanka,(773) 486-6655,4,$$,60642,IL,Chicago,1549 W Division St,No,Yes
319,The California Clipper,(773) 384-2547,4,$$,60622,IL,Chicago,1002 N California Ave,No,No
320,Victory's Banner,(773) 665-0227,4,$$,60618,IL,Chicago,2100 W Roscoe St,No,Yes
321,Cassava,(773) 857-3039,4.5,$,60657,IL,Chicago,3338 N Clark St,Yes,Yes
322,The Bongo Room,(773) 489-0690,4,$$,60622,IL,Chicago,1470 N Milwaukee Ave,No,Yes
323,Birria Huentitan Restaurant,(773) 276-0768,4.5,$,60639,IL,Chicago,4019 W North Ave,No,Yes
324,90 Miles Cuban Cafe,(773) 248-2822,4,$,60618,IL,Chicago,3101 N Clybourn Ave,Yes,Yes
325,Briciola,(773) 772-0889,4,$$,60622,IL,Chicago,937 N Damen,No,Yes
326,Innertown Pub,(773) 235-9795,4,$,60622,IL,Chicago,1935 W Thomas St,No,No
327,Schubas,(773) 525-2508,4,$$,60657,IL,Chicago,3159 N Southport Ave,Yes,Yes
328,Antique Taco,(773) 687-8697,4,$$,60622,IL,Chicago,1360 N Milwaukee Ave,No,Yes
329,Chez Joel Bistro,(815) 768-3324,4.5,$$$,60607,IL,Chicago,1119 W Taylor St,No,Yes
330,Flo,(312) 243-0477,4,$$,60642,IL,Chicago,1434 W Chicago Ave,No,Yes
331,The Chicago Diner,(773) 935-6696,4,$$,60657,IL,Chicago,3411 N Halsted St,No,Yes
332,Iguana Cafe,(312) 432-0663,4,$,60642,IL,Chicago,517 N Halsted St,Yes,Yes
333,Next,(312) 226-0858,4,$$$$,60607,IL,Chicago,953 W Fulton Market,No,No
334,GT Fish &  Oyster,(312) 929-3501,4,$$$,60654,IL,Chicago,531 N Wells St,Yes,Yes
335,Salvatore's Restaurant,(773) 528-1200,4.5,$$$,60614,IL,Chicago,525 W Arlington Pl,No,Yes
336,Greentea Japanese Restaurant,(773) 883-8812,4,$$,60614,IL,Chicago,2206 N Clark St,Yes,Yes
337,The Art of Pizza,(773) 327-5600,4,$,60657,IL,Chicago,3033 N Ashland Ave,Yes,Yes
338,Blaze Fast-Fire'd Pizza,(312) 454-6125,4.5,$,60661,IL,Chicago,24 S Clinton St,No,Yes
339,Hot Dog Station,(773) 588-2580,4.5,$,60625,IL,Chicago,4742 N Kimball,No,Yes
340,The Art of Chicken,(773) 697-9266,4,$,60647,IL,Chicago,2041 N Western Ave,Yes,Yes
341,Prosecco,(312) 951-9500,4,$$$,60654,IL,Chicago,710 N Wells St,No,Yes
342,LYFE Kitchen,(312) 836-5933,4,$$,60654,IL,Chicago,413 North Clark St,No,Yes
343,River Valley Farmer's Table,(872) 208-3267,4.5,$$,60640,IL,Chicago,1820 W Wilson Ave,Yes,Yes
344,RL Restaurant,(312) 475-1100,4,$$$,60611,IL,Chicago,115 E Chicago Ave,No,No
345,Thai Aree House,(773) 725-6751,4.5,$$,60641,IL,Chicago,3592 N Milwaukee Ave,No,Yes
346,The Bristol,(773) 862-5555,4,$$$,60647,IL,Chicago,2152 N Damen Ave,No,Yes
347,Angel's,(312) 666-7253,4,$$,60607,IL,Chicago,230 S Ashland Ave,Yes,Yes
348,Pub Royale,(773) 661-6874,4,$$,60622,IL,Chicago,2049 W Division,Yes,Yes
349,Paladar,(773) 252-4747,4,$$,60647,IL,Chicago,2252 N Western Ave,No,Yes
350,Butcher & The Burger,(773) 697-3735,4,$$,60614,IL,Chicago,1021 W Armitage Ave,No,Yes
351,Simply It,(773) 248-0884,4,$$,60614,IL,Chicago,2269 N Lincoln Ave,Yes,Yes
352,Juno,(773) 935-2000,4,$$$,60614,IL,Chicago,2638 N Lincoln,No,No
353,Nature Boardwalk at Lincoln Park Zoo,(000) 000-0000,5,0,60611,IL,Chicago,South Pond  Lincoln Park Zoo,No,No
354,Glazed & Infused,(312) 226-5556,4,$,60614,IL,Chicago,939 W Armitage Ave,No,Yes
355,Joong Boo Market,(773) 478-5566,4,$,60618,IL,Chicago,3333 N Kimball Ave,No,Yes
356,Chicago Pizza And Oven Grinder Company,(773) 248-2570,4,$$,60614,IL,Chicago,2121 N Clark St,No,Yes
357,Haywood Tavern,(773) 661-1084,4.5,$$,60622,IL,Chicago,2759 W Augusta Blvd,No,No
358,Taqueria Moran,(773) 235-2663,4,$,60647,IL,Chicago,2226 N California Ave,No,Yes
359,La Encantada,(773) 489-5026,4.5,$$,60647,IL,Chicago,3437 W North Ave,Yes,Yes
360,Tandoor Char House,(773) 327-2652,4,$$,60614,IL,Chicago,2652 N Halsted St,Yes,Yes
361,Revolution Brewing,(773) 227-2739,4,$$,60647,IL,Chicago,2323 N Milwaukee Ave,No,Yes
362,Grant Park Music Festival,(312) 742-7638,5,0,60601,IL,Chicago,205 East Randolph St,No,No
363,Brindille,(312) 595-1616,4.5,$$$$,60654,IL,Chicago,534 N Clark St,No,No
364,Kasia's Polish Delicatessen,(773) 486-7500,4,$,60622,IL,Chicago,2101 W Chicago Ave,No,Yes
365,El Nuevo Mexicano,(773) 528-2131,4,$$,60657,IL,Chicago,2914 N Clark St,Yes,Yes
366,Balena,(312) 867-3888,4,$$$,60614,IL,Chicago,1633 N Halsted St,Yes,Yes
367,The House Cafe,(773) 697-3410,5,$$,60657,IL,Chicago,3208 N Sheffield Ave,No,Yes
368,Pizzeria Del Mercato,(312) 226-6898,4.5,$$,60607,IL,Chicago,1154 W Fulton Market,Yes,Yes
369,The Big State,(312) 631-3914,4.5,$,60622,IL,Chicago,624 N Ashland Ave,Yes,Yes
370,Kingston Mines,(773) 477-4646,4,$$,60614,IL,Chicago,2548 N Halsted St,No,No
371,Three Dots and a Dash,(312) 610-4220,4,$$,60654,IL,Chicago,435 N Clark St,No,No
372,Bernice's Tavern,(312) 813-3215,4.5,$,60608,IL,Chicago,3238 S Halsted St,No,No
373,Vienna Beef Factory Store and Deli,(773) 435-2309,4,$,60647,IL,Chicago,2501 N Damen Ave,No,Yes
374,Dark Matter Coffee,(773) 697-8472,4,$$,60612,IL,Chicago,738 North Western Ave,No,Yes
375,Quartino,(312) 698-5000,4,$$,60654,IL,Chicago,626 N State St,No,Yes
376,Aje Cafe,(773) 472-2233,4.5,$,60657,IL,Chicago,2942 N Clark St,No,Yes
377,Hugo's Frog Bar & Fish House,(312) 640-0999,4,$$$,60611,IL,Chicago,1024 N Rush St,No,Yes
378,Kai Sushi,(312) 583-0567,4.5,$$,60605,IL,Chicago,1255 S State St,Yes,Yes
379,Lovely: A Bake Shop,(773) 572-4766,4,$,60642,IL,Chicago,1130 N Milwaukee Ave,No,Yes
380,Taste of Lebanon Restaurant,(773) 334-1600,4.5,$,60640,IL,Chicago,1509 W Foster Ave,No,Yes
381,Tony's Burrito Mex,(773) 832-4896,4,$,60657,IL,Chicago,1957 W Belmont Ave,No,Yes
382,6 Degrees,(773) 904-8812,4.5,$$,60647,IL,Chicago,1935 N Damen,No,No
383,Donut Delight,(773) 227-2105,4.5,$,60647,IL,Chicago,1750 N California Ave,No,Yes
384,Windy City Cafe,(312) 492-8010,4,$,60642,IL,Chicago,1062 W Chicago Ave,No,Yes
385,Lou Malnati's Pizzeria,(312) 828-9800,4,$$,60654,IL,Chicago,439 N Wells St,Yes,Yes
386,Moon's Sandwich Shop,(312) 226-5094,4,$,60612,IL,Chicago,16 S Western Ave,Yes,Yes
387,Nada Tea &  Coffee House,(773) 529-2239,4.5,$,60614,IL,Chicago,1552 W Fullerton Ave,No,Yes
388,Rice'N Bread,(773) 281-4452,4.5,$,60657,IL,Chicago,3435 N Sheffield Ave,Yes,Yes
389,Red June,(773) 227-2600,4,$,60647,IL,Chicago,2020 N Leavitt St,No,Yes
390,Venezuelan Bowl Grill,(331) 318-0548,4.5,$$,60614,IL,Chicago,2436 N Lincoln Ave,Yes,Yes
391,Taco Joint,(312) 951-2457,4,$$,60614,IL,Chicago,1969 N Halsted St,Yes,Yes
392,Quenchers Saloon,(773) 276-9730,4,$$,60647,IL,Chicago,2401 N Western Ave,No,No
393,Maggie Daley Park,(312) 742-3918,4.5,0,60603,IL,Chicago,407-461 S Columbus Dr,No,No
394,Cafe Central,(312) 243-6776,4,$,60642,IL,Chicago,1437 W Chicago Ave,No,Yes
395,Chicago q,(312) 642-1160,4,$$,60610,IL,Chicago,1160 N Dearborn St,No,Yes
396,Bob's El Stop,(773) 698-8420,4.5,$,60657,IL,Chicago,947 W Wellington Ave,Yes,Yes
397,La Sirena Clandestina,(312) 226-5300,4,$$,60607,IL,Chicago,954 W Fulton Market,No,Yes
398,Green Tomato Cafe,(872) 588-3380,4.5,$,60623,IL,Chicago,3750 W Ogden Ave,No,Yes
399,Lou Malnati's Pizzeria,(773) 832-4030,4,$$,60614,IL,Chicago,958 W Wrightwood Ave,Yes,Yes
400,Humboldt Park,(312) 742-7549,4,0,60622,IL,Chicago,1400 N Sacramento Ave,No,No
401,Monti's,(773) 942-6012,4.5,$$,60625,IL,Chicago,4757 N Talman Ave,No,Yes
402,Mott St,(773) 687-9977,4,$$,60622,IL,Chicago,1401 N Ashland Ave,No,No
403,La Colombe Coffee,(872) 829-3681,4.5,$,60622,IL,Chicago,1552 N Damen Ave,No,Yes
404,The Artisan Cellar,(312) 527-5810,4.5,$,60654,IL,Chicago,222 Merchandise Mart Plz,No,Yes
405,Lou Malnati's Pizzeria,(312) 725-7777,4,$$,60610,IL,Chicago,1120 N State St,Yes,Yes
406,Milton Lee Olive Park,(000) 000-0000,4.5,0,60611,IL,Chicago,500 N Lake Shore Dr,No,No
407,Maple & Ash,(312) 944-8888,4,$$$,60610,IL,Chicago,8 W Maple,No,Yes
408,Four Moon Tavern,(773) 929-6666,4,$$,60657,IL,Chicago,1847 W Roscoe St,No,Yes
409,The Gage,(312) 372-4243,4,$$$,60603,IL,Chicago,24 S Michigan Ave,No,Yes
410,Bite Cafe,(773) 395-2483,4,$$,60622,IL,Chicago,1035 N Western Ave,No,Yes
411,Meli Cafe &  Juice Bar,(312) 454-0748,4,$$,60661,IL,Chicago,301 S Halsted St,No,Yes
412,Ameritalia,(312) 957-1310,4.5,$$,60605,IL,Chicago,1303 S Michigan Ave,Yes,Yes
413,Takito Kitchen,(773) 687-9620,4,$$,60622,IL,Chicago,2013 W Division St,Yes,Yes
414,Lockdown Bar &  Grill,(773) 451-5625,4,$$,60622,IL,Chicago,1024 N Western Ave,Yes,Yes
415,Aloha Poke Co,(000) 000-0000,4.5,$$,60657,IL,Chicago,843 West Belmont Ave,No,Yes
416,Branko's Sandwich Shop,(773) 472-4873,4.5,$,60614,IL,Chicago,1118 W Fullerton Ave,No,Yes
417,The Roost Carolina Kitchen,(312) 261-5564,4,$,60613,IL,Chicago,1467 W Irving Park Rd,Yes,Yes
418,Roy's - Chicago,(312) 787-7599,4,$$$,60654,IL,Chicago,720 N State St,No,No
419,Volumes Bookcafe,(773) 697-8066,4.5,$$,60622,IL,Chicago,1474 N Milwaukee Ave,No,No
420,Lawrence Fish Market,(773) 267-6838,4.5,$,60625,IL,Chicago,3914 W Lawrence Ave,No,Yes
421,Mortar &  Pestle,(773) 857-2087,4.5,$$,60657,IL,Chicago,3108 N Broadway St,No,Yes
422,Outdoor Grill,(773) 202-9980,4.5,$,60618,IL,Chicago,3265 N Milwaukee Ave,Yes,Yes
423,Dragon Lady Lounge,(872) 208-5322,4,$,60618,IL,Chicago,3188 N Elston Ave,No,Yes
424,Two Zero Three,(000) 000-0000,4.5,$$,60601,IL,Chicago,203 North Wabash Avenue,No,Yes
425,Lush Wine and Spirits,(312) 666-6900,4,$$,60642,IL,Chicago,1412 W Chicago Ave,No,No
426,Broken Shaker,(312) 940-3699,4,$$,60611,IL,Chicago,19 E Ohio St,No,No
427,Ground Control,(773) 772-9446,4,$$,60647,IL,Chicago,3315 W Armitage Ave,Yes,Yes
428,Roka Akor - Chicago,(312) 477-7652,4,$$$,60654,IL,Chicago,456 N Clark St,No,Yes
429,Craft Pizza,(773) 442-7238,4,$$,60622,IL,Chicago,1252 N Damen Ave,Yes,Yes
430,Gyu-Kaku Japanese BBQ,(312) 266-8929,4,$$,60611,IL,Chicago,210 E Ohio St,No,Yes
431,Copper Fox Gastropub,(312) 255-8505,4.5,$$,60611,IL,Chicago,155 East Ontario St,No,Yes
432,El Comalito,(773) 666-5558,4.5,$,60647,IL,Chicago,2234 N Western Ave,Yes,Yes
433,The Drinkingbird,(773) 472-9920,4,$$,60614,IL,Chicago,2201 N Clybourn Ave,No,Yes
434,Volare Ristorante Italiano,(312) 410-9900,4,$$,60611,IL,Chicago,201 E Grand Ave,Yes,Yes
435,Same Day Cafe,(773) 342-7040,4.5,$$,60647,IL,Chicago,2651 N Kedzie Ave,No,Yes
436,Over Easy Cafe,(773) 506-2605,4.5,$$,60625,IL,Chicago,4943 N Damen Ave,No,Yes
437,Intelligentsia Coffee,(773) 348-8058,4,$$,60657,IL,Chicago,3123 N Broadway St,No,Yes
438,Cassava Cafe,(312) 487-2888,4.5,$,60610,IL,Chicago,1211 N Lasalle Dr,No,Yes
439,Billy Sunday,(773) 661-2485,4,$$,60647,IL,Chicago,3143 W Logan Blvd,No,No
440,The Double An Urban Tavern,(773) 772-7000,4.5,$$,60647,IL,Chicago,3545 W Fullerton Ave,No,No
441,Cafe Jumping Bean,(312) 455-0019,4.5,$,60608,IL,Chicago,1439 W 18th St,No,Yes
442,The Library,(312) 464-9544,4.5,$$,60654,IL,Chicago,230 W Kinzie St,No,No
443,Feed,(773) 489-4600,4,$,60622,IL,Chicago,2803 W Chicago Ave,No,Yes
444,West Town Pizza Shop,(773) 252-2299,4,$$,60647,IL,Chicago,2525 W North Ave,Yes,Yes
445,Jimmy's Red Hots,(773) 384-9513,4.5,$,60651,IL,Chicago,4000 W Grand Ave,No,Yes
446,LC Pho,(872) 208-7606,4.5,$,60625,IL,Chicago,2739 W Lawrence Ave,No,Yes
447,BIG &  little's Restaurant,(773) 698-7777,4,$,60622,IL,Chicago,1310 N Milwaukee Ave,Yes,Yes
448,Bullhead Cantina,(773) 772-8895,4,$$,60622,IL,Chicago,1143 N California,Yes,Yes
449,The Dawson,(312) 243-8955,4,$$,60654,IL,Chicago,730 W Grand Ave,No,No
450,SmallBar,(773) 509-9888,4,$$,60618,IL,Chicago,2956 N Albany Ave,No,No
451,Fremont Chicago,(312) 874-7270,4.5,$$,60654,IL,Chicago,15 W Illinois,No,Yes
452,Rite Liquors,(773) 486-6257,4.5,$,60622,IL,Chicago,1649 W Division St,No,No
453,Sono Wood Fired,(312) 255-1122,4,$$,60642,IL,Chicago,1582 N Clybourn Ave,Yes,Yes
454,Swift &  Sons,(312) 733-9420,4,$$$$,60607,IL,Chicago,1000 W Fulton Market,No,No
455,Humboldt Haus Sandwich Bar,(773) 697-9590,4.5,$,60647,IL,Chicago,2958 W North Ave,Yes,Yes
456,The Whistler,(773) 227-3530,4,$$,60647,IL,Chicago,2421 N Milwaukee Ave,No,No
457,Seadog sushi bar,(773) 235-8100,4,$$,60642,IL,Chicago,1500 West Division St,Yes,Yes
458,Rapidito,(773) 857-3999,4.5,$,60614,IL,Chicago,1855 W Diversey Pkwy,Yes,Yes
459,Artopolis,(312) 559-9000,4,$$,60661,IL,Chicago,306 S Halsted St,No,Yes
460,Lena Brava,(312) 733-1975,4,$$$,60607,IL,Chicago,900-902 W Randolph St,No,No
461,Little Bucharest Bistro,(773) 604-8500,4.5,$$,60618,IL,Chicago,3661 N Elston Ave,Yes,Yes
462,Taco & Burrito Palace #2,(773) 248-0740,4,$,60614,IL,Chicago,2459 N Halsted St,No,Yes
463,RM Champagne Salon,(312) 243-1199,4,$$$,60607,IL,Chicago,116 N Green St,No,No
464,Bandera Restaurant,(312) 644-3524,4,$$,60611,IL,Chicago,535 N Michigan Ave,No,Yes
465,Eduardo's Enoteca,(312) 337-4490,4,$$,60610,IL,Chicago,1212 N Dearborn St,Yes,Yes
466,Macku Sushi,(773) 880-8012,4,$$$,60614,IL,Chicago,2239 N Clybourn Ave,Yes,Yes
467,Mon Ami Gabi,(773) 348-8886,4,$$$,60614,IL,Chicago,2300 N Lincoln Park W,Yes,Yes
468,Glazed & Infused,(312) 226-5556,4,$,60611,IL,Chicago,30 E Hubbard St,Yes,Yes
469,Sushi Mon,(773) 529-8812,4,$$,60614,IL,Chicago,2441 N Clark St,Yes,Yes
470,Watershed,(312) 266-7677,4,$$,60654,IL,Chicago,601 N State St,No,No
471,Dimo's Pizza,(773) 525-4580,4,$,60657,IL,Chicago,3463 N Clark St,Yes,Yes
472,St Mary of the Angels Church,(773) 278-2644,4.5,0,60622,IL,Chicago,1850 N Hermitage Ave,No,No
473,Half Italian Grocer,(773) 227-5600,4,$,60647,IL,Chicago,2643 N Milwaukee Ave,No,Yes
474,Piccolo Sogno,(312) 421-0077,4,$$$,60642,IL,Chicago,464 N Halsted St,No,Yes
475,La Palma Puerto Rican Restaurant,(773) 862-0886,4,$,60651,IL,Chicago,1340 N Homan Ave,No,Yes
476,New Rebozo Chicago,(312) 202-9141,4,$$,60611,IL,Chicago,46 E Superior St,Yes,Yes
477,Enso Sushi &  Bar,(773) 878-8998,4,$$,60647,IL,Chicago,1613 N Damen Ave,Yes,Yes
478,Kendall College - The Dining Room,(312) 752-2328,4.5,$$$,60642,IL,Chicago,900 N North Branch St,No,No
479,Tabaq Restaurant,(312) 944-1245,4.5,$,60610,IL,Chicago,1245 N Clybourn St,No,Yes
480,El Maya,(773) 878-1882,4.5,$$,60613,IL,Chicago,1522 W Montrose Ave,No,Yes
481,Asian Cajun,(773) 831-5958,4.5,$$,60614,IL,Chicago,2428 N Ashland Ave,Yes,Yes
482,Greek Islands Restaurant,(312) 782-9855,4,$$,60661,IL,Chicago,200 S Halsted St,No,Yes
483,The 3rd Coast,(312) 649-0730,4,$$,60610,IL,Chicago,1260 N Dearborn Pkwy,No,Yes
484,Ruby's Fast Food,(773) 539-2669,4.5,$,60618,IL,Chicago,3740 W Montrose Ave,No,Yes
485,The Barrelhouse Flat,(773) 857-0421,4,$$,60614,IL,Chicago,2624 N Lincoln Ave,No,No
486,De Noche Mexicana,(773) 289-4274,4,$$,60647,IL,Chicago,2710 N Milwaukee Ave,Yes,Yes
487,Mista,(773) 698-6688,4,$,60657,IL,Chicago,2921 N Broadway,Yes,Yes
488,Sushi X,(312) 491-9232,4,$$,60642,IL,Chicago,1136 W Chicago Ave,Yes,Yes
489,Tarboush Mediterranean Grill,(773) 770-3599,4,$,60622,IL,Chicago,1608 W North Ave,Yes,Yes
490,Alegrias Seafood Chicago,(773) 252-7200,4,$$,60622,IL,Chicago,1024 N Ashland Ave,No,Yes
491,Red Hot Ranch,(773) 661-9377,4.5,$,60657,IL,Chicago,3057 N Ashland Ave,No,Yes
492,Bottlefork,(312) 955-1900,4,$$,60654,IL,Chicago,441 N Clark St,No,No
493,360 Chicago,(312) 751-3681,4,0,60611,IL,Chicago,875 N Michigan Ave,No,No
494,ARAMI,(312) 243-1535,4,$$$,60622,IL,Chicago,1829 W Chicago Ave,Yes,Yes
495,Duke Of Perth,(773) 477-1741,4,$$,60657,IL,Chicago,2913 N Clark St,No,Yes
496,SideDoor,(312) 787-6768,4,$$,60611,IL,Chicago,100 E Ontario St,No,No
497,Blue Chicago,(312) 661-0100,4,$$,60610,IL,Chicago,536 N Clark St,No,No
498,Cellar Door Provisions,(773) 697-8337,4.5,$$,60647,IL,Chicago,3025 W Diversey Ave,No,Yes
499,Emporium Arcade Bar,(773) 697-7922,4,$,60622,IL,Chicago,1366 N Milwaukee Ave,No,No
500,Bobtail Ice Cream Company,(773) 880-7372,4,$,60657,IL,Chicago,2951 N Broadway St,No,Yes
501,Oiistar,(773) 360-8791,4,$$,60622,IL,Chicago,1385 N Milwaukee Ave,No,Yes
502,Jackalope Coffee & Tea House,(312) 888-3468,4.5,$,60608,IL,Chicago,755 W 32nd St,No,Yes
503,Adagio Teas,(312) 698-9773,5,$$,60654,IL,Chicago,617 N State St,No,Yes
504,La Gondola,(773) 248-4433,4,$$,60657,IL,Chicago,2914 N Ashland Ave,Yes,Yes
505,Cumin,(773) 342-1414,4,$$,60622,IL,Chicago,1414 N Milwaukee Ave,Yes,Yes
506,The Lobby,(312) 573-6760,4,$$$,60611,IL,Chicago,108 E Superior St,No,No
507,WHISK,(773) 252-9060,4,$$,60622,IL,Chicago,2018 W Chicago Ave,Yes,Yes
508,Henry's,(312) 955-8018,4,$$,60654,IL,Chicago,18 W Hubbard St,No,No
509,Ruth's Chris Steak House,(312) 321-2725,4,$$$,60654,IL,Chicago,431 N Dearborn St,No,Yes
510,Ora,(773) 506-2978,4.5,$$,60640,IL,Chicago,5143 N Clark St,No,Yes
511,Baker &  Nosh,(773) 989-7393,4.5,$$,60640,IL,Chicago,1303 W Wilson Ave,No,Yes
512,Taco el Jalisciense,(773) 235-2859,4,$,60622,IL,Chicago,2859 W Chicago Ave,No,Yes
